Player,Shot,Stroke,Spin,Speed (MPH),Point,Game,Set,Shot Placement (x),Shot Placement (y),Racket Contact (x),Racket Contact (y),Racket Contact (z),Direction,Result
Roger Federer,451,Backhand,Flat,49.748447,123,0,0,1.005165,16.620995,-2.568656,-0.874444,0.96725,cross court,In
Juan Potro,452,Backhand,Slice,46.102135,123,0,0,-2.249927,2.444423,1.580965,23.340904,0.844345,cross court,In
Roger Federer,453,Backhand,Flat,46.838795,123,0,0,1.546518,18.41872,-3.170297,1.010057,0.856876,cross court,In
Juan Potro,454,Backhand,Topspin,63.710003,123,0,0,-2.231034,1.965652,2.336834,24.946943,0.865371,cross court,In
Roger Federer,455,Backhand,Topspin,52.075394,123,0,0,-0.811046,19.984102,-2.631507,-0.082082,0.819713,down the line,In
Juan Potro,456,Forehand,Topspin,51.773487,123,0,0,-1.3873,2.317224,-0.635417,24.880896,0.843838,down the line,In
Roger Federer,457,Backhand,Topspin,42.992653,123,0,0,0.377836,18.71796,-1.429849,0.04379,1.049526,cross court,In
Juan Potro,458,Forehand,Topspin,60.056198,123,0,0,2.75913,1.618778,0.537129,25.307896,0.987808,inside in,In
Roger Federer,459,Forehand,Flat,42.773354,123,0,0,-1.922732,18.699465,3.012966,-0.998679,0.967622,cross court,In
Juan Potro,460,Forehand,Topspin,61.5858,123,0,0,2.538351,3.571749,-2.81998,24.64683,0.845213,cross court,In
Roger Federer,461,Forehand,Topspin,63.454651,123,0,0,1.94545,21.620012,3.886692,-0.398933,1.109409,down the line,In
Roger Federer,462,Serve,Slice,88.10321,124,0,0,1.069388,20.636635,0.108401,0.173577,2.276463,down the T,Out
Roger Federer,463,Serve,Flat,69.175774,125,0,0,1.748023,18.173317,-0.337234,0.127373,2.543636,down the T,Out
Roger Federer,464,Serve,Slice,77.31633,126,0,0,1.183241,17.002365,0.074615,0.10647,2.401491,down the T,In
Juan Potro,465,Backhand,Slice,38.307602,126,0,0,-0.878313,3.734468,1.100849,22.193552,1.512148,cross court,In
Roger Federer,466,Forehand,Flat,52.369438,126,0,0,1.429303,19.787546,-1.854069,1.99975,0.810824,inside out,In
Juan Potro,467,Forehand,Topspin,35.592731,126,0,0,4.480058,24.151882,1.764603,24.030184,0.830042,inside in,Net
Roger Federer,468,Serve,Slice,67.428421,127,0,0,-3.479291,16.373989,0.612783,1.19067,2.380028,out wide,In
Juan Potro,469,Forehand,Flat,35.54612,127,0,0,-0.678018,17.422789,-4.478738,24.110779,0.972902,down the line,Net
Juan Potro,470,FH Volley,Flat,19.091431,127,0,0,1.764995,17.411854,1.636499,18.289888,0.470324,cross court,Net
Roger Federer,471,Serve,Flat,66.433517,128,0,0,2.069529,15.750525,-1.212532,0.62695,2.496044,out wide,In
Juan Potro,472,Backhand,Topspin,31.19593,128,0,0,4.152829,17.46913,3.550376,23.336924,1.111936,down the line,Net
Roger Federer,473,Serve,Slice,83.536499,129,0,0,-0.119394,16.594238,0.541963,0.764445,2.435593,down the T,In
Roger Federer,474,Serve,Slice,72.890274,130,0,0,-1.173988,16.488014,0.352221,-0.45613,2.506693,down the T,In
Juan Potro,475,Backhand,Topspin,69.298309,130,0,0,-1.480956,4.596166,-1.5581,23.048197,1.083326,inside in,In
Roger Federer,476,Backhand,Topspin,48.721153,130,0,0,0.940858,19.81864,-1.56262,0.527902,0.842941,cross court,In
Juan Potro,477,Backhand,Topspin,62.991783,130,0,0,0.821833,3.265714,1.779596,24.60593,1.138798,down the line,In
Roger Federer,478,Forehand,Flat,66.74279,130,0,0,-2.266925,18.288,0.892053,-0.903086,1.06274,cross court,In
Juan Potro,479,Forehand,Topspin,59.854404,130,0,0,-3.172716,1.060028,-3.206478,24.749041,0.822401,down the line,In
Roger Federer,480,Backhand,Slice,45.348251,130,0,0,4.901815,25.897676,-2.587661,-0.857046,0.985182,down the line,Out
Roger Federer,481,Serve,Slice,70.313553,131,0,0,2.271307,16.874613,-1.005612,0.812155,2.631416,out wide,In
Juan Potro,482,Backhand,Topspin,52.106388,131,0,0,5.390955,2.487267,3.473199,22.969467,1.049169,down the line,Out
Juan Potro,483,Serve,Flat,69.824867,132,0,0,-0.040142,17.709486,-0.262027,23.206293,2.254696,down the T,Net
Juan Potro,484,Serve,Slice,90.733559,133,0,0,-0.146593,17.810982,-0.154284,23.022951,2.490383,down the T,Net
Juan Potro,485,Serve,Flat,97.148026,134,0,0,-2.952419,5.585319,0.862569,23.862711,2.499907,out wide,In
Roger Federer,486,Backhand,Flat,40.516815,134,0,0,0.471498,18.339075,-4.893049,-0.504825,0.827991,down the line,In
Juan Potro,487,Forehand,Flat,56.535088,134,0,0,1.511833,2.883582,2.277246,23.451376,1.065375,inside in,In
Roger Federer,488,Forehand,Flat,45.451736,134,0,0,-1.025758,17.161638,1.748121,-1.883966,0.671591,cross court,In
Juan Potro,489,Forehand,Slice,41.143028,134,0,0,-2.009142,6.316319,-1.858251,22.377272,0.844532,down the line,In
Juan Potro,490,Serve,Flat,100.627098,135,0,0,2.957606,5.678695,-0.571536,23.080187,2.428688,out wide,In
Roger Federer,491,Forehand,Topspin,46.155937,135,0,0,-0.939102,19.166328,4.842022,-0.857132,0.827652,down the line,In
Juan Potro,492,Forehand,Topspin,58.488678,135,0,0,2.659588,0.956092,-1.361226,24.573233,0.747908,cross court,In
Roger Federer,493,Forehand,Topspin,49.522713,135,0,0,-2.068563,18.890408,3.10805,-0.917298,0.797384,cross court,In
Juan Potro,494,Forehand,Topspin,62.021568,135,0,0,2.39049,1.746461,-2.516452,24.920851,0.851842,cross court,In
Roger Federer,495,Forehand,Topspin,61.652664,135,0,0,-1.679908,9.911824,3.697333,-1.668306,0.854883,down the line,Net
Juan Potro,496,Serve,Flat,126.093613,136,0,0,-5.317253,1.256088,1.955647,23.547169,3.617078,out wide,Out
Roger Federer,497,Serve,Flat,75.657936,137,0,0,1.03618,23.142263,-0.569861,0.194894,2.488761,down the T,Out
Juan Potro,498,Serve,Slice,80.040474,138,0,0,-1.197665,6.761114,1.03618,24.351051,2.686479,down the T,In
Roger Federer,499,Forehand,Flat,51.689964,138,0,0,-1.544374,21.043697,-1.783363,0.322337,0.958011,inside in,In
Juan Potro,500,Forehand,Topspin,40.464493,138,0,0,1.685467,1.711917,-1.383819,24.001093,0.808871,cross court,In
Roger Federer,501,Forehand,Topspin,62.335613,138,0,0,1.736436,19.459373,1.772981,-1.314209,0.707677,down the line,In
Juan Potro,502,Backhand,Slice,41.144371,138,0,0,-1.683113,1.839605,1.924393,25.044674,0.996805,cross court,In
Roger Federer,503,Forehand,Topspin,56.42815,138,0,0,4.339821,19.471806,-1.892802,-0.715222,0.625005,inside in,Out
Juan Potro,504,Serve,Flat,78.904694,139,0,0,2.341596,6.232947,-0.425063,22.313253,2.385157,out wide,In
Roger Federer,505,Forehand,Topspin,51.567669,139,0,0,-3.306458,17.639881,4.789883,-0.685425,1.135725,down the line,In
Juan Potro,506,Serve,Flat,105.12619,140,0,0,-0.709007,3.746771,0.844901,23.902521,2.57272,down the T,Out
Roger Federer,507,Forehand,Flat,36.212406,140,0,0,-3.039308,19.16736,-0.837536,-2.066091,0.676054,inside in,In
Juan Potro,508,Forehand,Flat,65.47168,140,0,0,-2.016158,2.736374,-3.297658,21.96616,1.615957,down the line,In
Juan Potro,509,Serve,Flat,118.224991,141,0,0,0.190923,7.114199,-0.210461,22.788807,2.380958,down the T,In
Roger Federer,510,Backhand,Flat,46.881733,141,0,0,2.353638,18.425898,0.560972,0.474949,0.876605,inside in,In
Juan Potro,511,Forehand,Topspin,64.055275,141,0,0,1.758297,3.225079,0.089193,23.945051,1.017262,inside in,In
Roger Federer,512,Forehand,Topspin,49.350643,141,0,0,2.127757,19.364258,2.739361,-0.331484,0.788236,down the line,In
Juan Potro,513,Backhand,Topspin,66.19767,141,0,0,2.871755,3.040513,2.339698,25.495651,1.096244,down the line,In
Roger Federer,514,Forehand,Slice,31.698637,141,0,0,1.808659,17.109287,3.152934,0.299554,0.768887,down the line,In
Juan Potro,515,Backhand,Slice,51.038734,141,0,0,2.185716,3.03681,1.116224,20.200396,0.713789,down the line,In
Roger Federer,516,Forehand,Topspin,52.161472,141,0,0,2.270976,19.700815,2.328047,0.993662,0.62712,down the line,In
Juan Potro,517,Serve,Flat,87.892731,142,0,0,-1.080074,16.983145,0.694422,25.07583,2.418539,out wide,Net
Juan Potro,518,Serve,Slice,29.825523,143,0,0,-2.629105,6.474124,0.030243,23.458809,2.40888,out wide,In
Roger Federer,519,Backhand,Flat,54.533703,143,0,0,1.932901,18.404022,-3.211682,1.803283,1.201446,cross court,In
Juan Potro,520,Backhand,Topspin,48.079853,143,0,0,-1.397137,6.329762,3.244082,24.69677,1.089444,cross court,In
Roger Federer,521,Backhand,Flat,43.353306,143,0,0,0.447454,10.934013,-2.502839,1.086277,0.607294,down the line,Net
Juan Potro,522,Serve,Flat,114.305,144,0,0,0.587386,6.417238,-0.410879,23.267712,2.294493,down the T,In
Roger Federer,523,Backhand,Flat,56.716637,144,0,0,-0.823229,22.370165,1.261616,-0.38184,0.957178,inside out,In
Juan Potro,524,Forehand,Flat,45.184586,144,0,0,2.098777,3.993709,-0.91799,25.137674,0.683057,cross court,In
Roger Federer,525,Forehand,Topspin,60.299606,144,0,0,-2.383705,18.849237,2.573871,2.009038,1.430212,cross court,In
Juan Potro,526,Forehand,Flat,57.527496,144,0,0,-1.327874,8.214039,-3.394719,24.953245,0.671688,down the line,In
Roger Federer,527,BH Volley,Flat,23.382744,144,0,0,2.409463,19.064503,-1.327874,7.688792,0.687419,cross court,In
Juan Potro,528,Serve,Flat,80.696716,145,0,0,-2.264852,6.267846,0.823677,25.11171,2.639935,down the T,In
Roger Federer,529,Backhand,Slice,36.001503,145,0,0,-2.855321,16.089256,-3.141051,0.732237,0.766857,down the line,In
Juan Potro,530,Forehand,Topspin,76.673553,145,0,0,-2.429478,-2.123277,-3.006534,20.541651,0.757895,down the line,Out
Juan Potro,531,Serve,Kick,86.496109,146,0,0,0.578046,17.794765,-0.356879,23.726194,1.954862,down the T,Net
Juan Potro,532,Backhand,Flat,76.881042,147,0,0,1.249493,5.531622,0.033297,21.403048,2.008246,down the line,In
Roger Federer,533,Forehand,Flat,54.640491,147,0,0,-1.435488,18.73196,1.762339,2.402071,1.450151,cross court,In
Juan Potro,534,Forehand,Topspin,71.444588,147,0,0,4.722215,2.005336,-1.728764,24.295877,0.762878,down the line,Out
Juan Potro,535,Serve,Flat,96.290489,148,0,0,-4.530449,5.636953,0.711089,23.403616,2.280422,out wide,Out
Roger Federer,536,Backhand,Slice,40.664482,148,0,0,-1.321834,17.311911,-5.022044,1.117949,1.030573,down the line,In
Juan Potro,537,Forehand,Topspin,72.435867,148,0,0,2.024388,2.451825,-0.165127,21.610079,0.782655,cross court,In
Roger Federer,538,Forehand,Topspin,52.004997,148,0,0,-3.191092,20.506592,2.765698,-1.655457,0.629869,cross court,In
